,pokemonId,days,latitude,longitude,temperature,windSpeed,population_density,windBearing,seconds,date
13,3.0,2016-09-04,36.743609666666664,-78.38664666666666,24.400000000000002,6.419999999999999,98.31002466666666,132.66666666666666,14:03:26,2016-09-04T14:03:26
14,3.0,2016-09-06,33.148248,-91.94169633333333,24.666666666666668,4.966666666666666,1047.1028666666666,138.33333333333334,8:16:24,2016-09-06T8:16:24
15,4.0,2016-09-02,39.49002383333334,-87.07513666666665,21.816666666666663,7.641666666666666,1051.6070033333333,155.0,23:11:28,2016-09-02T23:11:28
16,4.0,2016-09-03,35.740955825,-104.96294719999999,24.042500000000008,6.827500000000001,913.3736852250004,158.75,10:00:56,2016-09-03T10:00:56
17,4.0,2016-09-04,36.310110210526304,-103.7489742368421,22.563157894736843,7.31605263157895,940.150939394737,199.42105263157896,11:33:21,2016-09-04T11:33:21
18,4.0,2016-09-05,38.06290924999999,-92.97921474999998,23.238636363636406,5.072954545454545,606.1261917102271,171.5625,13:02:20,2016-09-05T13:02:20
19,4.0,2016-09-06,36.86260595959595,-93.31632013131308,25.768686868686864,7.9377777777777805,918.464891999999,230.88888888888889,11:47:41,2016-09-06T11:47:41
20,4.0,2016-09-07,36.33688072340426,-94.78885846808512,26.078723404255307,7.604255319148934,1196.0149901702127,232.17021276595744,8:39:51,2016-09-07T8:39:51
21,4.0,2016-09-08,39.888288714285714,-85.780255,25.357142857142858,5.185714285714286,878.715772857143,208.57142857142858,1:36:23,2016-09-08T1:36:23
22,5.0,2016-09-03,34.327818428571426,-110.57171671428571,23.185714285714287,4.401428571428571,1467.7603025714288,172.0,5:59:54,2016-09-03T5:59:54
23,5.0,2016-09-04,35.6409455,-100.21556924999999,22.8,6.99,246.4392425,178.5,12:55:30,2016-09-04T12:55:30
